company,date,numTweets,avgSubj,avgPol,medianDate,sumRetweet,sumFavorite,sumFollowers,numVerified,medianTime,numTweets_over_followers,sumRetweets_over_followers,sumFavorites_over_sumFollowers,sumFollowers_over_followers,numVerified_over_followers,avjSubj_std,avgPol_std,medianTime_std,numTweets_over_followers_std,sumRetweets_over_followers_std,sumFavorites_over_sumFollowers_std,sumFollowers_over_followers_std,numVerified_over_followers_std,open,close,change,categorical,change_std,outlier?
@intel,2017-11-08,504,0.474238595,0.242112809,2017-11-08 18:14,61916,90765,10820240,36,0.759722222,0.105439331,12.95313808,18.98849372,2263.648536,0.007531381,2.429313131,1.391943792,0.696472848,-0.736336786,-0.159925632,-0.190820956,-0.448141594,-0.552350861,46.62,46.7,0.001716002,UP,0.139521971,0
@intel,2017-11-07,937,0.488971349,0.330806882,2017-11-07 18:45,178084,285854,9479257,69,0.78125,0.196025105,37.25606695,59.80209205,1983.108159,0.014435146,2.682817813,2.657730385,1.4611655,-0.617353102,-0.135736058,-0.164077805,-0.48426229,-0.300827131,46.7,46.78,0.001713062,UP,0.13914215,0
@intel,2017-11-06,484,0.298151429,0.131109791,2017-11-06 18:01,29272,146553,5138084,30,0.750694444,0.10125523,6.123849372,30.65962343,1074.912971,0.006276151,-0.600597034,-0.192222176,0.375795284,-0.741832568,-0.166723067,-0.183173436,-0.601196056,-0.598082449,46.6,46.7,0.002145923,UP,0.195071105,0
@microsoft,2017-11-24,548,0.370802621,0.114630308,2017-11-24 17:30,11333,36638,3946175,17,0.7296875,0.066103739,1.367068758,4.419541616,476.0162847,0.002050663,0.649503072,-0.427407101,-0.37039674,-0.788003767,-0.171457661,-0.200367276,-0.678306402,-0.75202891,83.01,83.26,0.003011685,UP,0.306934351,0
@microsoft,2017-11-22,792,0.359250414,0.14683814,2017-11-22 17:36,15749,53083,4305186,39,0.733472222,0.095536791,1.899758745,6.403256936,519.3227986,0.004704463,0.450725664,0.032243033,-0.235958838,-0.749343691,-0.170927456,-0.199067445,-0.672730515,-0.655343471,83.83,83.11,-0.008588811,DOWN,-1.191939765,0
@microsoft,2017-11-21,941,0.337955822,0.112565844,2017-11-21 17:53,28422,100981,7014840,41,0.745763889,0.113510253,3.428468034,12.18106152,846.1809409,0.004945718,0.084312252,-0.456869849,0.200655999,-0.725735694,-0.169405877,-0.195281532,-0.630646221,-0.646553886,82.74,83.72,0.011844332,UP,1.448180801,0
@microsoft,2017-11-20,1018,0.366769043,0.129404559,2017-11-20 17:31,32243,92556,23663076,50,0.729965278,0.122798552,3.889384801,11.16477684,2854.412063,0.006031363,0.580097796,-0.216558192,-0.360529738,-0.713535588,-0.16894711,-0.195947454,-0.372078425,-0.607000752,82.4,82.53,0.00157767,UP,0.121648427,0
@microsoft,2017-11-17,1119,0.327401214,0.128294542,2017-11-17 17:51,55477,208999,10033166,48,0.744074074,0.134981906,6.692038601,25.21097708,1210.273341,0.005790109,-0.097299582,-0.232399652,0.140631737,-0.697532851,-0.166157528,-0.186743667,-0.583767867,-0.615790337,83.12,82.24,-0.010587103,DOWN,-1.450134638,0
@microsoft,2017-11-16,1383,0.329928246,0.121539696,2017-11-16 17:30,77378,139887,16320737,61,0.729386574,0.166827503,9.333896261,16.87418577,1968.725814,0.007358263,-0.053817252,-0.32880061,-0.381085992,-0.655703916,-0.163527993,-0.192206358,-0.486114075,-0.558658032,83.1,82.94,-0.001925391,DOWN,-0.33097424,0
@microsoft,2017-11-15,1290,0.339673839,0.134354159,2017-11-15 17:26,51985,91291,21426368,56,0.72681713,0.155609168,6.270808203,11.01218335,2584.604101,0.006755127,0.113873954,-0.145920572,-0.47235576,-0.670439109,-0.166576794,-0.196047441,-0.40681728,-0.580631996,83.47,82.69,-0.009344675,DOWN,-1.289603266,0
@microsoft,2017-11-14,1319,0.329423458,0.15065526,2017-11-14 17:22,58492,123810,18230009,68,0.723819444,0.159107358,7.055729795,14.93486128,2199.036068,0.008202654,-0.062503088,0.086718588,-0.578837156,-0.665844264,-0.165795533,-0.193477102,-0.456460708,-0.527894484,83.5,82.98,-0.006227545,DOWN,-0.886845901,0
@microsoft,2017-11-13,1091,0.334180077,0.166883398,2017-11-13 17:37,59474,155924,28632901,41,0.734351852,0.131604343,7.174185766,18.80868516,3453.908444,0.004945718,0.019343474,0.318316475,-0.204713332,-0.701969253,-0.16567763,-0.190938775,-0.294890866,-0.646553886,83.66,83.46,-0.002390629,DOWN,-0.391086554,0
@microsoft,2017-11-10,1067,0.318429238,0.123030835,2017-11-10 17:24,54681,159766,16890622,54,0.725,0.128709288,6.5960193,19.2721351,2037.469481,0.006513872,-0.251679274,-0.307520007,-0.536902398,-0.705771884,-0.1662531,-0.190635099,-0.477263052,-0.589421581,83.79,83.87,0.000954768,UP,0.04116465,0
@microsoft,2017-11-09,1350,0.346868158,0.129002098,2017-11-09 17:43,132180,472977,12224187,49,0.738194444,0.162846803,15.94451146,57.05392039,1474.570205,0.005910736,0.237665718,-0.222301859,-0.068219805,-0.660932533,-0.156948211,-0.165878547,-0.549738587,-0.611395545,84.11,84.09,-0.000237784,DOWN,-0.112922288,0
@microsoft,2017-11-08,2589,0.29645387,0.133648924,2017-11-08 17:28,886006,5678150,10942134,69,0.727777778,0.312303981,106.8764777,684.9396864,1319.919662,0.008323281,-0.629806723,-0.155985251,-0.438232378,-0.464621736,-0.066440374,0.245544225,-0.569650464,-0.523499691,84.14,84.56,0.004991681,UP,0.562765096,0
@microsoft,2017-11-07,1884,0.33530867,0.120278928,2017-11-07 17:42,67370,455760,15655615,62,0.7375,0.227261761,8.126658625,54.97708082,1888.493969,0.00747889,0.038763032,-0.34679351,-0.092887309,-0.576324006,-0.1647296,-0.167239398,-0.496444246,-0.55426324,84.77,84.27,-0.005898313,DOWN,-0.844306594,0
@microsoft,2017-11-06,1246,0.337933146,0.142007954,2017-11-06 18:14,55237,305135,24069567,81,0.759722222,0.150301568,6.663088058,36.80759952,2903.445959,0.009770808,0.083922067,-0.036690379,0.696472848,-0.677410598,-0.166186344,-0.179144969,-0.365765114,-0.470762179,84.2,84.47,0.003206651,UP,0.332125405,0
@oracle,2017-11-24,105,0.27017718,0.121853587,2017-11-24 16:11,1885,3672,374143,0,0.674814815,0.151515152,2.72005772,5.298701299,539.8888889,0,-1.08194649,-0.324320959,-2.319540753,-0.675816567,-0.170110983,-0.199791206,-0.670082548,-0.826740386,48.88,49.01,0.002659574,UP,0.261438893,0
@oracle,2017-11-22,281,0.407316351,0.208087946,2017-11-22 18:25,8302,5476,1376942,3,0.767523148,0.405483405,11.97979798,7.901875902,1986.929293,0.004329004,1.277790327,0.90636213,0.973571153,-0.342231313,-0.160894432,-0.198085473,-0.483770304,-0.669022501,48.56,48.58,0.000411862,UP,-0.028983051,0
@oracle,2017-11-21,239,0.455120406,0.184401547,2017-11-21 18:19,7527,6863,2274062,5,0.763541667,0.344877345,10.86147186,9.903318903,3281.474747,0.007215007,2.10034881,0.568324586,0.832144125,-0.421836885,-0.162007542,-0.196774025,-0.317092394,-0.563877245,49,48.63,-0.00755102,DOWN,-1.057849207,0
@oracle,2017-11-20,204,0.25650318,0.065639377,2017-11-20 17:53,4532,6033,1359204,5,0.745532407,0.294372294,6.53968254,8.705627706,1961.333333,0.007215007,-1.31723333,-1.126575167,0.192433497,-0.488174861,-0.166309174,-0.197558814,-0.487065886,-0.563877245,49.04,49.02,-0.00040783,DOWN,-0.134893614,0
@oracle,2017-11-17,376,0.480831491,-0.233103432,2017-11-17 17:18,11856,8444,2530128,10,0.721018519,0.542568543,17.10822511,12.18470418,3650.978355,0.014430014,2.542756283,-5.39004655,-0.678329426,-0.162171091,-0.155789925,-0.195279146,-0.269517326,-0.301014104,49,48.94,-0.00122449,DOWN,-0.240412353,0
@oracle,2017-11-16,220,0.345488571,0.167345492,2017-11-16 18:17,1574,2684,2564042,10,0.76193287,0.317460317,2.271284271,3.873015873,3699.916306,0.014430014,0.21392733,0.324911194,0.774997739,-0.457848929,-0.170557663,-0.200725388,-0.263216369,-0.301014104,49.11,49.2,0.001832621,UP,0.154590042,0
@oracle,2017-11-15,236,0.288575082,0.163806589,2017-11-15 17:22,2762,3431,1564770,8,0.72400463,0.340548341,3.985569986,4.950937951,2257.965368,0.011544012,-0.765376058,0.274406168,-0.572259155,-0.427522997,-0.168851373,-0.200019078,-0.448873324,-0.406159361,48.88,48.82,-0.001227496,DOWN,-0.240800766,0
@oracle,2017-11-14,387,0.338266473,0.146751509,2017-11-14 17:33,15748,6632,2212768,10,0.731863426,0.558441558,22.72438672,9.56998557,3193.027417,0.014430014,0.08965759,0.031006691,-0.293105224,-0.141322013,-0.150199959,-0.196992442,-0.328480342,-0.301014104,49.32,49.2,-0.00243309,DOWN,-0.396572882,0
@oracle,2017-11-13,231,0.335781759,0.190826048,2017-11-13 16:55,6490,10995,828298,8,0.705185185,0.333333333,9.365079365,15.86580087,1195.235209,0.011544012,0.046903408,0.660011068,-1.240748538,-0.436999851,-0.163496955,-0.192867103,-0.585704086,-0.406159361,49.1,49.4,0.00610998,UP,0.707258019,0
@oracle,2017-11-10,176,0.271843865,0.141242662,2017-11-10 17:00,2328,4873,903368,9,0.708333333,0.253968254,3.359307359,7.031746032,1303.561328,0.012987013,-1.053268046,-0.04761215,-1.128922516,-0.541245243,-0.169474715,-0.198655626,-0.571756665,-0.353586733,49,49.32,0.006530612,UP,0.761607016,0
@xerox,2017-11-24,8,0.328819444,0.079513889,2017-11-24 15:28,105,214,47421,1,0.644560185,0.041025641,0.538461538,1.097435897,243.1846154,0.005128205,-0.072896272,-0.92856677,-3.394221717,-0.820943648,-0.172282404,-0.202544089,-0.708284411,-0.639905353,28.46,28.49,0.001054111,UP,0.054000558,0
@xerox,2017-11-22,57,0.365388946,0.20917934,2017-11-22 17:05,254,491,3650184,2,0.712083333,0.292307692,1.302564103,2.517948718,18718.89231,0.01025641,0.556350632,0.92193783,-0.995717989,-0.4908867,-0.171521865,-0.201613297,1.670536914,-0.453070321,28.32,28.29,-0.001059322,DOWN,-0.219071396,0
@xerox,2017-11-21,92,0.352303313,0.180467133,2017-11-21 18:53,763,390,128442,0,0.787199074,0.471794872,3.912820513,2,658.6769231,0,0.331187754,0.512175074,1.672483792,-0.255131737,-0.168923783,-0.201952683,-0.654788114,-0.826740386,28.62,28.43,-0.006638714,DOWN,-0.939972163,0
@xerox,2017-11-20,50,0.129472222,0.076027778,2017-11-20 16:00,241,386,120768,4,0.667071759,0.256410256,1.235897436,1.979487179,619.3230769,0.020512821,-3.503039358,-0.978318378,-2.594583433,-0.538037692,-0.171588221,-0.201966124,-0.659855079,-0.079400257,28.36,28.5,0.00493653,UP,0.555639261,0
@xerox,2017-11-17,61,0.268359828,0.224098568,2017-11-17 16:28,292,102,43451,2,0.686412037,0.312820513,1.497435897,0.523076923,222.825641,0.01025641,-1.113217445,1.134855754,-1.907593421,-0.463943275,-0.171327902,-0.202920438,-0.710905711,-0.453070321,28.2,28.36,0.005673759,UP,0.65089491,0
@xerox,2017-11-16,81,0.451870112,0.377678905,2017-11-16 18:19,899,242,76243,0,0.763298611,0.415384615,4.61025641,1.241025641,390.9897436,0,2.044421401,3.326658723,0.823510498,-0.329226154,-0.168229601,-0.202450002,-0.689253909,-0.826740386,28.3,28.26,-0.001413428,DOWN,-0.264824579,0
@xerox,2017-11-15,60,0.333449074,0.107984007,2017-11-15 16:59,235,360,215825,1,0.707685185,0.307692308,1.205128205,1.846153846,1106.794872,0.005128205,0.006765194,-0.522258972,-1.151945521,-0.470679131,-0.171618846,-0.202053491,-0.597091134,-0.639905353,27.93,28.17,0.008592911,UP,1.028072001,0
@xerox,2017-11-14,73,0.202983233,0.136450365,2017-11-14 16:42,180,242,274476,2,0.69630787,0.374358974,0.923076923,1.241025641,1407.569231,0.01025641,-2.238144463,-0.116004833,-1.556081476,-0.383113002,-0.171899582,-0.202450002,-0.558365231,-0.453070321,28.15,28.08,-0.002486679,DOWN,-0.40349693,0
@xerox,2017-11-13,30,0.345585017,0.248013468,2017-11-13 17:11,473,979,82166,5,0.716041667,0.153846154,2.425641026,5.020512821,421.3641026,0.025641026,0.215586866,1.476154324,-0.855113211,-0.672754814,-0.170404026,-0.199973489,-0.685343089,0.107434776,29.04,28.17,-0.029958678,DOWN,-3.953092429,0
@xerox,2017-11-10,72,0.272164352,0.106828704,2017-11-10 18:00,540,1323,3708280,2,0.75,0.369230769,2.769230769,6.784615385,19016.82051,0.01025641,-1.047753466,-0.538746734,0.351127779,-0.389848858,-0.170062039,-0.198817559,1.708896363,-0.453070321,29.2,29.17,-0.001027397,DOWN,-0.214946468,0
@xerox,2017-11-09,67,0.335526911,0.125075381,2017-11-09 18:41,482,559,577345,7,0.778472222,0.343589744,2.471794872,2.866666667,2960.74359,0.035897436,0.042518278,-0.278341519,1.36249548,-0.423528139,-0.170358088,-0.201384799,-0.358387815,0.48110484,29.08,29.27,0.0065337,UP,0.762005996,0
@xerox,2017-11-08,64,0.274767203,0.186375473,2017-11-08 18:40,504,320,55167,0,0.777777778,0.328205128,2.584615385,1.641025641,282.9076923,0,-1.002966529,0.596495232,1.337827976,-0.443735707,-0.170245793,-0.202187901,-0.703169906,-0.826740386,28.59,29.37,0.027282267,UP,3.442881799,0
@xerox,2017-11-07,76,0.33938231,0.262171053,2017-11-07 19:25,860,587,56512,0,0.809027778,0.38974359,4.41025641,3.01025641,289.8051282,0,0.108857654,1.678202563,2.447865697,-0.362905434,-0.168428668,-0.201290712,-0.702281834,-0.826740386,29.14,28.59,-0.018874399,DOWN,-2.520917658,0
@xerox,2017-11-06,42,0.182494589,0.103409091,2017-11-06 17:38,398,598,195108,2,0.734722222,0.215384615,2.041025641,3.066666667,1000.553846,0.01025641,-2.590690027,-0.587549322,-0.191557329,-0.591924541,-0.170786848,-0.201253749,-0.610770091,-0.453070321,29.02,29.08,0.00206754,UP,0.184943397,0
