company,date,numTweets,avgSubj,avgPol,medianTime,sumRetweet,sumFavorite,sumFollowers,numVerified
@amazon,2017-11-09,14,0.32188852813852814,0.24891774891774893,2017-11-09 02:30:19,770,4942,7872852,14
@oracle,2017-11-15,0,,,0,0,0,0,0
@oracle,2017-11-14,3,0.0,0.09999999999999999,2017-11-14 02:04:21,108,131,461349,3
@oracle,2017-11-13,1,0.0,0.0,2017-11-13 01:40:07,49,54,228241,1
@oracle,2017-11-12,1,0.0,0.0,2017-11-12 17:05:52,33,57,618565,1
@oracle,2017-11-11,1,0.0,0.0,2017-11-11 15:49:32,443,822,228241,1
@oracle,2017-11-10,0,,,0,0,0,0,0
@oracle,2017-11-09,2,0.7,0.35000000000000003,2017-11-09 01:39:46,53,133,111521,2
@xerox,2017-11-15,0,,,0,0,0,0,0
@xerox,2017-11-14,0,,,0,0,0,0,0
@xerox,2017-11-13,0,,,0,0,0,0,0
@xerox,2017-11-12,0,,,0,0,0,0,0
@xerox,2017-11-11,0,,,0,0,0,0,0
@xerox,2017-11-10,1,0.4,-0.4,2017-11-10 19:45:36,16,93,3542175,1
@xerox,2017-11-09,0,,,0,0,0,0,0
