company,date,avjSubj_std,avgPol_std,medianTime_std,numTweets_over_followers_std,sumRetweets_over_followers_std,sumFavorites_over_sumFollowers_std,sumFollowers_over_followers_std,numVerified_over_followers_std,change_std
@amazon,2017-11-17,-0.266341467,-0.615090971,-0.065259986,1.379634094,-0.128054481,-0.161294014,3.036420971,0.495865922,-0.907145911
@amazon,2017-11-16,-0.132402541,-0.371761373,-0.308252274,1.247434928,-0.151270349,-0.176649713,3.780743009,0.70293632,0.863233648
@amazon,2017-11-15,-0.469618222,-0.257397013,3.46336724,0.118473208,-0.161235781,-0.195261551,0.326062389,-0.088803436,0.01056108
@amazon,2017-11-14,-0.270854504,-0.310780193,-0.272327336,1.199057697,-0.160145546,-0.18641511,1.423697873,0.77601999,0.817492141
@amazon,2017-11-10,-0.299184295,-0.485500763,-0.223928462,1.665586639,-0.139182243,-0.161754601,0.794852626,0.520227145,-0.038854762
@amazon,2017-11-09,-0.375358411,-0.282209711,1.886162678,1.955850025,-0.134500072,-0.17436834,2.357230229,0.739478155,0.411408579
@amazon,2017-11-08,-0.296487022,0.346016158,0.273033178,1.387297814,-0.102783472,-0.158013898,1.73899735,0.946548552,1.206065674
@amazon,2017-11-07,-0.192112115,0.333767522,0.086423085,1.662233761,-0.109008825,-0.178175732,1.401267271,0.885645494,0.721127783
@apple,2017-11-17,0.364976676,-0.857345914,1.03793498,1.418330837,0.039709245,0.165766052,0.567205676,1.341296532,-0.625702261
@apple,2017-11-16,0.384681728,-0.85300874,-0.32471787,1.272839907,0.038464286,0.104579697,0.655549878,0.54074186,-0.013159764
@apple,2017-11-15,1.696283965,-1.467451619,-0.552242477,2.617142069,4.295610908,4.230136691,1.202531071,0.692198149,-0.629938863
@apple,2017-11-14,2.27336051,-1.828890577,0.152784428,3.380331335,7.845431403,7.858182426,0.140664603,0.757107987,-1.223337688
@apple,2017-11-13,0.390035045,-0.899753626,0.033533593,1.41067342,-0.017214648,0.062834527,0.34203625,0.259465894,0.397642025
@cisco,2017-11-17,0.266116746,0.352103961,-0.431494769,-0.285013681,-0.180024953,-0.202220372,-0.257820935,-0.161030961,0.0472839
@cisco,2017-11-16,0.372820763,0.38168202,-1.410948282,-0.144532556,-0.17853843,-0.200224259,-0.2648485,0.101649961,-0.526897362
@cisco,2017-11-15,0.05265336,0.641644135,-0.443968706,-0.15486205,-0.178392795,-0.199768898,0.062205622,0.259258514,0.580307335
@cisco,2017-11-14,-0.163319614,0.293944289,-0.57319869,-0.237498006,-0.180429056,-0.203346608,0.459783209,0.679547989,0.734826111
@cisco,2017-11-13,-1.220679926,0.268478821,0.949619507,-0.497801268,-0.181052267,-0.204108729,-0.570294919,0.101649961,0.391055005
@cisco,2017-11-10,-0.571878432,-1.748260681,0.176734387,-0.245761602,-0.175469606,-0.200576207,0.112769987,0.049113777,-0.218523588
@cisco,2017-11-09,0.040174188,0.687540984,-0.901013748,-0.293277277,-0.180287357,-0.201881459,-0.505337143,-0.266103329,-0.857943251
@cisco,2017-11-08,-0.715014989,-0.159275674,-0.002890302,-0.148664354,-0.177818129,-0.199045882,-0.377475114,0.154186145,0.763504318
@cisco,2017-11-07,-1.308669615,0.025422255,0.056984594,0.055859638,-0.176612379,-0.200564041,-0.40173331,0.311794698,0.348762523
@google,2017-11-17,-0.27120486,-0.048278326,0.342887224,-0.746052953,-0.159078828,-0.149491435,-0.557844456,-0.73494386,-1.666414442
@google,2017-11-16,2.171769859,0.985976316,-0.576691393,-0.673416376,-0.139400773,-0.126993782,-0.400771409,-0.615662223,1.257517045
@google,2017-11-15,-0.310686767,-0.588817058,0.912696655,-0.732852395,-0.172594974,-0.183072108,-0.697386143,-0.675303042,0.223478493
@google,2017-11-14,-0.35982712,-0.233131788,-0.103679711,-0.739687202,-0.15516927,-0.126294024,-0.70583938,-0.653150738,0.535845911
@google,2017-11-13,-0.173800639,-0.892742717,-0.037318368,-0.758784457,-0.135743911,-0.122898874,-0.673548694,-0.702567416,0.096989638
@google,2017-11-10,-0.269605958,0.686660621,-1.350075471,-0.741228384,-0.15113247,-0.152367953,-0.724912837,-0.675303042,0.081975588
@google,2017-11-09,-0.973417651,-0.466739812,0.29648418,-0.719718844,-0.159650735,-0.169890011,-0.662991846,-0.661670855,0.012728927
@google,2017-11-08,0.370818011,0.500823216,0.11685949,-0.740558305,-0.15060631,-0.153122308,-0.702193027,-0.705975463,1.062202116
@google,2017-11-07,0.539135502,0.377867649,0.535983765,-0.72434239,-0.14428686,-0.128294336,-0.571108622,-0.641222574,0.384897449
