mean,,,0.332916628,0.139872266,,,,,,0.739707015,0.762283752,291.7551911,763.5625599,6223.17394,0.023989951,outliers exist?,,,,,,,,,,0.000767337,,sigma,6,
sd,,,0.056921908,0.071052686,,,,,,0.027495899,1.033722829,1507.456977,4334.196498,9294.123881,0.028152924,0,0,0,1,1,1,1,0,,,0.007639584,,count,2,2%
company,date,numTweets,avgSubj,avgPol,medianDate,sumRetweet,sumFavorite,sumFollowers,numVerified,medianTime,numTweets_over_followers,sumRetweets_over_followers,sumFavorites_over_sumFollowers,sumFollowers_over_followers,numVerified_over_followers,avjSubj_std,avgPol_std,medianTime_std,numTweets_over_followers_std,sumRetweets_over_followers_std,sumFavorites_over_sumFollowers_std,sumFollowers_over_followers_std,numVerified_over_followers_std,open,close,change,categorical,change_std,outlier?,
@amazon,2017-11-24,8071,0.338107715,0.135711822,2017-11-24 18:02,1427397,770827,108870449,227,0.752002315,2.989259259,528.6655556,285.4914815,40322.38852,0.084074074,0.091196639,-0.058554341,0.447168476,2.154325555,0.157158956,-0.110302124,3.668900373,2.134205415,1160.7,1186,0.021797191,UP,2.752748691,0,
@amazon,2017-11-22,651,0.344355986,0.158026556,2017-11-22 21:01,211269,504827,3110559,10,0.875833333,0.241111111,78.24777778,186.972963,1152.058889,0.003703704,0.200965817,0.255504632,4.95078616,-0.504170582,-0.141634167,-0.133032639,-0.545625937,-0.720573366,1141,1156.16,0.013286591,UP,1.638735045,0,
@amazon,2017-11-21,4900,0.33529249,0.132189108,2017-11-21 17:43,119305,126323,35635232,140,0.738217593,1.814814815,44.18703704,46.7862963,13198.23407,0.051851852,0.041738961,-0.108133253,-0.054168907,1.018194658,-0.164229001,-0.165376965,0.75048065,0.98966277,1132.86,1139.49,0.005852444,UP,0.66562622,0,
@amazon,2017-11-20,4273,0.30777821,0.13038587,2017-11-20 17:58,179209,94744,38670018,109,0.748993056,1.582592593,66.3737037,35.09037037,14322.22889,0.04037037,-0.441629934,-0.133512126,0.337724547,0.793548152,-0.149511058,-0.168075488,0.87141672,0.58183723,1129.77,1126.31,-0.00306257,DOWN,-0.501324062,0,
@amazon,2017-11-17,4765,0.320448945,0.107136498,2017-11-17 17:42,177846,219034,72090386,110,0.738136574,1.764814815,65.86888889,81.1237037,26700.14296,0.040740741,-0.219031368,-0.460725261,-0.057115474,0.969825793,-0.149845936,-0.157454526,2.203216708,0.594992893,1138.28,1129.88,-0.007379555,DOWN,-1.066405218,0,
@amazon,2017-11-16,4489,0.328239864,0.125394175,2017-11-16 17:34,101527,142820,85964933,127,0.7325,1.662592593,37.60259259,52.8962963,31838.86407,0.047037037,-0.082161062,-0.203765569,-0.262112373,0.870938336,-0.168596917,-0.163967246,2.75611671,0.818639157,1130.16,1137.29,0.006308841,UP,0.725367297,0,
@amazon,2017-11-15,2132,0.308624804,0.133975241,2017-11-15 19:40,68767,50445,21567903,62,0.819988426,0.78962963,25.46925926,18.68333333,7988.112222,0.022962963,-0.42675703,-0.082995095,2.919759398,0.026453782,-0.176645792,-0.171860973,0.189898295,-0.036478911,1127.01,1126.69,-0.000283937,DOWN,-0.137608816,0,
@amazon,2017-11-14,4388,0.320186432,0.129969757,2017-11-14 17:36,72351,94352,42028395,133,0.733333333,1.625185185,26.79666667,34.94518519,15566.07222,0.049259259,-0.223643178,-0.139368532,-0.231804823,0.834751259,-0.175765231,-0.168108985,1.005247875,0.897573132,1130.11,1136.84,0.005955173,UP,0.679073058,0,
@amazon,2017-11-10,5362,0.318538553,0.116860001,2017-11-10 17:37,141265,216748,30306395,112,0.734456019,1.985925926,52.32037037,80.27703704,11224.59074,0.041481481,-0.252592994,-0.323876065,-0.190973819,1.183723663,-0.158833601,-0.157649872,0.538126763,0.621304218,1126.1,1125.35,-0.000666015,DOWN,-0.18762179,0,
@amazon,2017-11-09,5968,0.31410768,0.132113477,2017-11-09 18:48,156657,154143,59429920,130,0.783402778,2.21037037,58.02111111,57.09,22011.08148,0.048148148,-0.330434253,-0.109197676,1.589173783,1.400846124,-0.155051908,-0.162999661,1.698697773,0.858106144,1125.96,1129.13,0.002815375,UP,0.268082454,0,
@amazon,2017-11-08,4781,0.318695447,0.17925096,2017-11-08 17:54,260921,235314,47905740,147,0.745983796,1.770740741,96.63740741,87.15333333,17742.86667,0.054444444,-0.249836688,0.554218231,0.228280618,0.9755584,-0.12943506,-0.15606335,1.239459778,1.081752408,1122.82,1132.88,0.008959584,UP,1.072342046,0,
@amazon,2017-11-07,5355,0.324766695,0.178331911,2017-11-07 17:47,240456,135246,41610277,142,0.741655093,1.983333333,89.05777778,50.09111111,15411.2137,0.052592593,-0.143177437,0.541283489,0.070849735,1.181215648,-0.13446315,-0.164614468,0.988585894,1.015974095,1124.74,1130.6,0.005210093,UP,0.58154425,0,
@apple,2017-11-24,1652,0.328065601,0.065534892,2017-11-24 17:22,417787,1164876,8829542,30,0.723958333,1.086842105,274.8598684,766.3657895,5808.909211,0.019736842,-0.085222492,-1.046228899,-0.572764756,0.313970384,-0.011207831,0.00064677,-0.044572757,-0.151071656,175.1,174.97,-0.000742433,DOWN,-0.197624618,0,
@apple,2017-11-22,2866,0.36435344,0.115333516,2017-11-22 18:55,590469,2377476,61565764,53,0.78849537,1.885526316,388.4664474,1564.128947,40503.79211,0.034868421,0.552279652,-0.345359915,1.774386586,1.086599359,0.064155235,0.184709297,3.688418468,0.3864064,173.36,174.96,0.009229349,UP,1.10765358,0,
@apple,2017-11-21,3066,0.325089279,0.076462764,2017-11-21 17:47,1208196,2715064,14331198,58,0.741030093,2.017105263,794.8657895,1786.226316,9428.419737,0.038157895,-0.137510313,-0.892429339,0.048119073,1.213885846,0.333747899,0.235952328,0.344867987,0.503249456,170.78,173.14,0.013818948,UP,1.708419161,0,
@apple,2017-11-20,2246,0.377558776,0.060246084,2017-11-20 18:01,197455,455255,12485861,62,0.75087963,1.477631579,129.9046053,299.5098684,8214.382237,0.040789474,0.784270056,-1.120663915,0.406337472,0.69201125,-0.107366637,-0.107067756,0.214243787,0.596723901,170.29,169.98,-0.001820424,DOWN,-0.338730615,0,
@apple,2017-11-17,2728,0.357171268,0.088959456,2017-11-17 18:19,410595,1037153,14672469,101,0.763726852,1.794736842,270.1282895,682.3375,9652.940132,0.066447368,0.426103774,-0.716550102,0.873578861,0.998771683,-0.014346613,-0.018740512,0.369025229,1.508099736,171.04,170.15,-0.005203461,DOWN,-0.781560652,0,
@apple,2017-11-16,2557,0.358317466,0.089284886,2017-11-16 17:34,408291,866191,15599546,64,0.732118056,1.682236842,268.6125,569.8625,10262.85921,0.042105263,0.44624009,-0.711969981,-0.276003333,0.889941737,-0.01535214,-0.044691112,0.434649389,0.643461123,171.18,171.1,-0.000467344,DOWN,-0.161616298,0,
